source_gene_id	canonical_gene_id	mapping_status	mapping_rule	mapping_source	target_label
FGRAMPH1_01G01513	fgraminearum::FGRAMPH1_01G01513	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01515	fgraminearum::FGRAMPH1_01G01515	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01517	fgraminearum::FGRAMPH1_01G01517	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01519	fgraminearum::FGRAMPH1_01G01519	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01521	fgraminearum::FGRAMPH1_01G01521	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01523	fgraminearum::FGRAMPH1_01G01523	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01525	fgraminearum::FGRAMPH1_01G01525	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01527	fgraminearum::FGRAMPH1_01G01527	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01529	fgraminearum::FGRAMPH1_01G01529	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01531	fgraminearum::FGRAMPH1_01G01531	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01533	fgraminearum::FGRAMPH1_01G01533	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01535	fgraminearum::FGRAMPH1_01G01535	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01537	fgraminearum::FGRAMPH1_01G01537	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01539	fgraminearum::FGRAMPH1_01G01539	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01541	fgraminearum::FGRAMPH1_01G01541	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01543	fgraminearum::FGRAMPH1_01G01543	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01545	fgraminearum::FGRAMPH1_01G01545	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01547	fgraminearum::FGRAMPH1_01G01547	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01549	fgraminearum::FGRAMPH1_01G01549	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01551	fgraminearum::FGRAMPH1_01G01551	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01553	fgraminearum::FGRAMPH1_01G01553	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01555	fgraminearum::FGRAMPH1_01G01555	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01557	fgraminearum::FGRAMPH1_01G01557	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01559	fgraminearum::FGRAMPH1_01G01559	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01561	fgraminearum::FGRAMPH1_01G01561	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01563	fgraminearum::FGRAMPH1_01G01563	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01565	fgraminearum::FGRAMPH1_01G01565	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01567	fgraminearum::FGRAMPH1_01G01567	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01569	fgraminearum::FGRAMPH1_01G01569	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01571	fgraminearum::FGRAMPH1_01G01571	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01573	fgraminearum::FGRAMPH1_01G01573	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01575	fgraminearum::FGRAMPH1_01G01575	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01577	fgraminearum::FGRAMPH1_01G01577	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01579	fgraminearum::FGRAMPH1_01G01579	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01581	fgraminearum::FGRAMPH1_01G01581	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01583	fgraminearum::FGRAMPH1_01G01583	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01585	fgraminearum::FGRAMPH1_01G01585	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01587	fgraminearum::FGRAMPH1_01G01587	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01589	fgraminearum::FGRAMPH1_01G01589	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01591	fgraminearum::FGRAMPH1_01G01591	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01593	fgraminearum::FGRAMPH1_01G01593	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01595	fgraminearum::FGRAMPH1_01G01595	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01597	fgraminearum::FGRAMPH1_01G01597	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01599	fgraminearum::FGRAMPH1_01G01599	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01603	fgraminearum::FGRAMPH1_01G01603	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01605	fgraminearum::FGRAMPH1_01G01605	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01607	fgraminearum::FGRAMPH1_01G01607	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01609	fgraminearum::FGRAMPH1_01G01609	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01611	fgraminearum::FGRAMPH1_01G01611	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01613	fgraminearum::FGRAMPH1_01G01613	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01615	fgraminearum::FGRAMPH1_01G01615	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01617	fgraminearum::FGRAMPH1_01G01617	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01619	fgraminearum::FGRAMPH1_01G01619	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01621	fgraminearum::FGRAMPH1_01G01621	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01623	fgraminearum::FGRAMPH1_01G01623	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01625	fgraminearum::FGRAMPH1_01G01625	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01627	fgraminearum::FGRAMPH1_01G01627	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01629	fgraminearum::FGRAMPH1_01G01629	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01631	fgraminearum::FGRAMPH1_01G01631	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01633	fgraminearum::FGRAMPH1_01G01633	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01635	fgraminearum::FGRAMPH1_01G01635	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01637	fgraminearum::FGRAMPH1_01G01637	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01639	fgraminearum::FGRAMPH1_01G01639	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01641	fgraminearum::FGRAMPH1_01G01641	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01643	fgraminearum::FGRAMPH1_01G01643	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01645	fgraminearum::FGRAMPH1_01G01645	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01647	fgraminearum::FGRAMPH1_01G01647	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01649	fgraminearum::FGRAMPH1_01G01649	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01651	fgraminearum::FGRAMPH1_01G01651	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01653	fgraminearum::FGRAMPH1_01G01653	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01657	fgraminearum::FGRAMPH1_01G01657	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01659	fgraminearum::FGRAMPH1_01G01659	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01661	fgraminearum::FGRAMPH1_01G01661	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01663	fgraminearum::FGRAMPH1_01G01663	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01665	fgraminearum::FGRAMPH1_01G01665	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01667	fgraminearum::FGRAMPH1_01G01667	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01669	fgraminearum::FGRAMPH1_01G01669	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01671	fgraminearum::FGRAMPH1_01G01671	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01673	fgraminearum::FGRAMPH1_01G01673	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01675	fgraminearum::FGRAMPH1_01G01675	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01677	fgraminearum::FGRAMPH1_01G01677	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01681	fgraminearum::FGRAMPH1_01G01681	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01683	fgraminearum::FGRAMPH1_01G01683	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01685	fgraminearum::FGRAMPH1_01G01685	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01687	fgraminearum::FGRAMPH1_01G01687	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01689	fgraminearum::FGRAMPH1_01G01689	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01691	fgraminearum::FGRAMPH1_01G01691	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01693	fgraminearum::FGRAMPH1_01G01693	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01695	fgraminearum::FGRAMPH1_01G01695	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01697	fgraminearum::FGRAMPH1_01G01697	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01699	fgraminearum::FGRAMPH1_01G01699	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01701	fgraminearum::FGRAMPH1_01G01701	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01703	fgraminearum::FGRAMPH1_01G01703	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01707	fgraminearum::FGRAMPH1_01G01707	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01709	fgraminearum::FGRAMPH1_01G01709	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01711	fgraminearum::FGRAMPH1_01G01711	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01713	fgraminearum::FGRAMPH1_01G01713	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01715	fgraminearum::FGRAMPH1_01G01715	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01717	fgraminearum::FGRAMPH1_01G01717	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01719	fgraminearum::FGRAMPH1_01G01719	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01721	fgraminearum::FGRAMPH1_01G01721	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01723	fgraminearum::FGRAMPH1_01G01723	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01725	fgraminearum::FGRAMPH1_01G01725	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01727	fgraminearum::FGRAMPH1_01G01727	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01729	fgraminearum::FGRAMPH1_01G01729	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01731	fgraminearum::FGRAMPH1_01G01731	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01735	fgraminearum::FGRAMPH1_01G01735	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01737	fgraminearum::FGRAMPH1_01G01737	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01739	fgraminearum::FGRAMPH1_01G01739	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01741	fgraminearum::FGRAMPH1_01G01741	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01743	fgraminearum::FGRAMPH1_01G01743	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01745	fgraminearum::FGRAMPH1_01G01745	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01747	fgraminearum::FGRAMPH1_01G01747	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01749	fgraminearum::FGRAMPH1_01G01749	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01751	fgraminearum::FGRAMPH1_01G01751	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01753	fgraminearum::FGRAMPH1_01G01753	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01755	fgraminearum::FGRAMPH1_01G01755	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01757	fgraminearum::FGRAMPH1_01G01757	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01759	fgraminearum::FGRAMPH1_01G01759	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01761	fgraminearum::FGRAMPH1_01G01761	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01765	fgraminearum::FGRAMPH1_01G01765	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01767	fgraminearum::FGRAMPH1_01G01767	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01769	fgraminearum::FGRAMPH1_01G01769	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01773	fgraminearum::FGRAMPH1_01G01773	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01775	fgraminearum::FGRAMPH1_01G01775	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01777	fgraminearum::FGRAMPH1_01G01777	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01779	fgraminearum::FGRAMPH1_01G01779	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01781	fgraminearum::FGRAMPH1_01G01781	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01783	fgraminearum::FGRAMPH1_01G01783	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01785	fgraminearum::FGRAMPH1_01G01785	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01787	fgraminearum::FGRAMPH1_01G01787	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01789	fgraminearum::FGRAMPH1_01G01789	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01791	fgraminearum::FGRAMPH1_01G01791	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01793	fgraminearum::FGRAMPH1_01G01793	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01795	fgraminearum::FGRAMPH1_01G01795	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01797	fgraminearum::FGRAMPH1_01G01797	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01799	fgraminearum::FGRAMPH1_01G01799	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01803	fgraminearum::FGRAMPH1_01G01803	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01805	fgraminearum::FGRAMPH1_01G01805	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01807	fgraminearum::FGRAMPH1_01G01807	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01809	fgraminearum::FGRAMPH1_01G01809	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01811	fgraminearum::FGRAMPH1_01G01811	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01813	fgraminearum::FGRAMPH1_01G01813	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01815	fgraminearum::FGRAMPH1_01G01815	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01817	fgraminearum::FGRAMPH1_01G01817	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01819	fgraminearum::FGRAMPH1_01G01819	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01823	fgraminearum::FGRAMPH1_01G01823	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01825	fgraminearum::FGRAMPH1_01G01825	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01827	fgraminearum::FGRAMPH1_01G01827	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01829	fgraminearum::FGRAMPH1_01G01829	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01831	fgraminearum::FGRAMPH1_01G01831	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01833	fgraminearum::FGRAMPH1_01G01833	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01835	fgraminearum::FGRAMPH1_01G01835	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01837	fgraminearum::FGRAMPH1_01G01837	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01839	fgraminearum::FGRAMPH1_01G01839	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01841	fgraminearum::FGRAMPH1_01G01841	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01843	fgraminearum::FGRAMPH1_01G01843	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01845	fgraminearum::FGRAMPH1_01G01845	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01849	fgraminearum::FGRAMPH1_01G01849	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01851	fgraminearum::FGRAMPH1_01G01851	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01853	fgraminearum::FGRAMPH1_01G01853	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01855	fgraminearum::FGRAMPH1_01G01855	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01857	fgraminearum::FGRAMPH1_01G01857	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01859	fgraminearum::FGRAMPH1_01G01859	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01861	fgraminearum::FGRAMPH1_01G01861	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01863	fgraminearum::FGRAMPH1_01G01863	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01865	fgraminearum::FGRAMPH1_01G01865	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01867	fgraminearum::FGRAMPH1_01G01867	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01869	fgraminearum::FGRAMPH1_01G01869	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01873	fgraminearum::FGRAMPH1_01G01873	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01875	fgraminearum::FGRAMPH1_01G01875	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01877	fgraminearum::FGRAMPH1_01G01877	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01879	fgraminearum::FGRAMPH1_01G01879	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01881	fgraminearum::FGRAMPH1_01G01881	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01883	fgraminearum::FGRAMPH1_01G01883	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01885	fgraminearum::FGRAMPH1_01G01885	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01887	fgraminearum::FGRAMPH1_01G01887	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
FGRAMPH1_01G01889	fgraminearum::FGRAMPH1_01G01889	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	0
