ph1_gene_id	orthogroup_id	has_scer_essential_ortholog	has_spom_essential_ortholog	has_any_yeast_essential	scer_essential_gene_ids	spom_essential_gene_ids	fg_occupancy_18	fg_presence_count_18	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	is_strict_core_18	is_exact_single_copy_core_18	yeast_essential_support_class	weak_positive_confidence
XP_011328364.1	OG0002448	1	1	1	YHR190W	SPBC646.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011328360.1	OG0002449	1	1	1	YJR013W	SPBC13E7.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011328353.1	OG0002450	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328338.1	OG0002451	0	1	1	NA	SPAC3A12.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011328336.1	OG0002452	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328334.1	OG0002453	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328328.1	OG0002454	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328321.1	OG0002455	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328320.1	OG0002456	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328319.1	OG0002457	1	0	1	YJR076C	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high
XP_011328318.1	OG0002458	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328315.1	OG0002459	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328307.1	OG0002460	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328306.1	OG0002461	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328299.1	OG0002462	0	1	1	NA	SPBC354.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011328292.1	OG0002463	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328290.1	OG0002464	0	1	1	NA	SPBC31E1.03.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011328449.1	OG0002465	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319971.1	OG0002466	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319967.1	OG0002467	1	1	1	YML093W	SPAC57A7.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319966.1	OG0002468	0	1	1	NA	SPAC22E12.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319965.1	OG0002469	1	1	1	YDR037W	SPBC17G9.03c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319962.1	OG0002470	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319952.1	OG0002471	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319950.1	OG0002472	1	1	1	YDL055C	SPCC1906.01.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319945.1	OG0002473	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319943.1	OG0002474	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319938.1	OG0002475	0	1	1	NA	SPBC3B9.03.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319917.1	OG0002476	1	1	1	YIL083C	SPCC4B3.18.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319906.1	OG0002477	1	0	1	YNL138W-A	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high
XP_011319897.1	OG0002478	1	0	1	YMR212C	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high
XP_011319872.1	OG0002479	1	1	1	YNL287W	SPAC57A7.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319871.1	OG0002480	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319856.1	OG0002481	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319849.1	OG0002482	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319848.1	OG0002483	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319847.1	OG0002484	1	1	1	YHR019C	SPBC1773.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319837.1	OG0002485	0	1	1	NA	SPAC4G8.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319833.1	OG0002486	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319829.1	OG0002487	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319815.1	OG0002488	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319809.1	OG0002489	1	1	1	YDR088C	SPBC365.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319805.1	OG0002490	1	1	1	YLR323C	SPBC13E7.02.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319800.1	OG0002491	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319787.1	OG0002492	0	1	1	NA	SPBC16A3.11.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319786.1	OG0002493	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319781.1	OG0002494	1	1	1	YKL013C	SPAC6G9.07c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319780.1	OG0002495	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319769.1	OG0002496	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319766.1	OG0002497	0	1	1	NA	SPCC285.12.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319764.1	OG0002498	1	1	1	YBR192W	SPAC688.09.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319763.1	OG0002499	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319762.1	OG0002500	1	1	1	YJL203W	SPAC22A12.09c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319759.1	OG0002501	1	1	1	YNL272C	SPAC23C4.10.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319754.1	OG0002502	1	1	1	YLR026C	SPBC8D2.14c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319745.1	OG0002503	0	1	1	NA	SPBC14C8.16c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319739.1	OG0002504	1	1	1	YJL035C	SPBC16D10.10.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319741.1	OG0002505	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319812.1	OG0002506	0	1	1	NA	SPAC688.11.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319957.1	OG0002507	0	1	1	NA	SPBC1718.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319185.1	OG0002508	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319203.1	OG0002509	1	0	1	YNL006W	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high
XP_011319207.1	OG0002510	1	1	1	YGL011C	SPBC646.16.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319214.1	OG0002511	1	0	1	YCL031C	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high
XP_011319217.1	OG0002512	1	1	1	YPR035W	SPAC23H4.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319221.1	OG0002513	1	1	1	YMR146C	SPAC4D7.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319222.1	OG0002514	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319236.1	OG0002515	0	1	1	NA	SPBC16A3.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319240.1	OG0002516	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319252.1	OG0002517	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319259.1	OG0002518	0	1	1	NA	SPAC15E1.08.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319261.1	OG0002519	1	1	1	YLR291C	SPAC343.14c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319262.1	OG0002520	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319264.1	OG0002521	1	1	1	YDL208W	SPAC1782.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011319265.1	OG0002522	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319272.1	OG0002523	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319274.1	OG0002524	0	0	0	NA	NA	1.0000	18	1.1111	1.0	2	0.8889	1	0	none	none
XP_011319282.1	OG0002525	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325486.1	OG0002526	1	1	1	YGR218W	SPAC1805.17.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011325484.1	OG0002527	1	1	1	YFL002C	SPBC24C6.02.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011325483.1	OG0002528	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325477.1	OG0002529	1	1	1	YBR080C	SPAC1834.11c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011325474.1	OG0002530	0	1	1	NA	SPBC11B10.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011325473.1	OG0002531	0	1	1	NA	SPAC17A2.03c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011325472.1	OG0002532	1	1	1	YOR310C	SPAC23G3.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011325469.1	OG0002533	0	1	1	NA	SPAC15A10.01.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011325463.1	OG0002534	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325453.1	OG0002535	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325442.1	OG0002536	0	1	1	NA	SPBPJ4664.01.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011325430.1	OG0002537	1	1	1	YLR086W	SPBC146.03c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011325425.1	OG0002538	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325409.1	OG0002539	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325408.1	OG0002540	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011325383.1	OG0002541	0	0	0	NA	NA	0.8333	15	1.1111	1.0	3	0.6111	0	0	none	none
XP_011323405.1	OG0002542	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323415.1	OG0002543	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323416.1	OG0002544	1	1	1	YGR046W	SPBC1A4.06c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323419.1	OG0002545	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323457.1	OG0002546	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323458.1	OG0002547	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323459.1	OG0002548	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323464.1	OG0002549	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323477.1	OG0002550	0	1	1	NA	SPAC607.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011318093.1	OG0002551	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011318127.1	OG0002552	0	1	1	NA	SPBC13G1.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011318128.1	OG0002553	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320243.1	OG0002554	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320239.1	OG0002555	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320238.1	OG0002556	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320229.1	OG0002557	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320221.1	OG0002558	0	1	1	NA	SPAC6G9.11.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011320214.1	OG0002559	1	1	1	YER022W	SPBC31F10.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320210.1	OG0002560	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320203.1	OG0002561	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320202.1	OG0002562	1	1	1	YDR045C	SPAC22A12.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320201.1	OG0002563	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320198.1	OG0002564	1	1	1	YPL076W	SPCC550.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320196.1	OG0002565	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320195.1	OG0002566	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320175.1	OG0002567	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320157.1	OG0002568	0	1	1	NA	SPAC11E3.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011320152.1	OG0002569	1	1	1	YHR085W	SPCC1393.06c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320148.1	OG0002570	0	0	0	NA	NA	1.0000	18	1.0556	1.0	2	0.9444	1	0	none	none
XP_011320146.1	OG0002571	1	1	1	YDR172W	SPCC584.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320135.1	OG0002572	0	0	0	NA	NA	1.0000	18	1.0556	1.0	2	0.9444	1	0	none	none
XP_011320134.1	OG0002573	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320133.1	OG0002574	1	1	1	YGR264C	SPBC17A3.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320132.1	OG0002575	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320125.1	OG0002576	1	1	1	YKR062W	SPCC1672.08c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320123.1	OG0002577	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324155.1	OG0002578	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324156.1	OG0002579	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324157.1	OG0002580	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324160.1	OG0002581	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324161.1	OG0002582	1	1	1	YKL144C	SPBC2G5.07c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011324167.1	OG0002583	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324170.1	OG0002584	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324171.1	OG0002585	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324175.1	OG0002586	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324181.1	OG0002587	0	1	1	NA	SPAC26A3.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011324190.1	OG0002588	1	1	1	YPR010C	SPBP23A10.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011324212.1	OG0002589	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324234.1	OG0002590	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324239.1	OG0002591	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324240.1	OG0002592	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324241.1	OG0002593	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324259.1	OG0002594	1	1	1	YDR365C	SPBC1734.01c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011324260.1	OG0002595	1	1	1	YJL033W	SPAC1093.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011324264.1	OG0002596	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324307.1	OG0002597	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324308.1	OG0002598	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324315.1	OG0002599	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324317.1	OG0002600	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324318.1	OG0002601	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324366.1	OG0002602	1	1	1	YOR361C	SPAC25G10.08.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011324367.1	OG0002603	1	1	1	YIL142W	SPAC1D4.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011324223.1	OG0002604	0	1	1	NA	SPAC1D4.14.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011324238.1	OG0002605	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011324363.1	OG0002606	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328019.1	OG0002607	1	1	1	YDR164C	SPCC584.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011328016.1	OG0002608	1	1	1	YKL210W	SPBC1604.21c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011328015.1	OG0002609	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011328009.1	OG0002610	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327987.1	OG0002611	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327985.1	OG0002612	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327981.1	OG0002613	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327980.1	OG0002614	1	1	1	YPL117C	SPBC106.15.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327978.1	OG0002615	1	1	1	YNL312W	SPCC1753.01c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327973.1	OG0002616	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327969.1	OG0002617	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327966.1	OG0002618	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327964.1	OG0002619	1	1	1	YOR075W	SPCC895.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327954.1	OG0002620	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327948.1	OG0002621	0	1	1	NA	SPAP8A3.11c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011327945.1	OG0002622	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327944.1	OG0002623	1	1	1	YBR154C	SPAC23C4.15.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327935.1	OG0002624	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011327960.1	OG0002625	1	1	1	YHR170W	SPAC16C9.03.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327956.1	OG0002626	1	1	1	YMR220W	SPAC343.01c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327930.1	OG0002627	1	1	1	YDL031W	SPAC31A2.07c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327928.1	OG0002628	0	1	1	NA	SPCC4G3.14.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011327922.1	OG0002629	1	1	1	YDR180W	SPAC31A2.05c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011327921.1	OG0002630	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320034.1	OG0002631	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011320032.1	OG0002632	0	1	1	NA	SPAC14C4.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011320030.1	OG0002633	1	1	1	YHR186C	SPAC57A7.11.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011320011.1	OG0002634	0	1	1	NA	SPAC821.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011319983.1	OG0002635	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011319980.1	OG0002636	0	1	1	NA	SPAC3A12.19.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011323686.1	OG0002637	1	0	1	YHR040W	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high
XP_011323687.1	OG0002638	1	1	1	YIL068C	SPCC1235.10c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323689.1	OG0002639	0	1	1	NA	SPBC17A3.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011323695.1	OG0002640	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323696.1	OG0002641	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323699.1	OG0002642	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323701.1	OG0002643	1	1	1	YAL025C	SPAC222.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323702.1	OG0002644	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323703.1	OG0002645	0	1	1	NA	SPBP8B7.29.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011323709.1	OG0002646	1	1	1	YMR239C	SPBC119.11c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323711.1	OG0002647	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323713.1	OG0002648	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323716.1	OG0002649	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323720.1	OG0002650	1	1	1	YNL024C-A	SPBC530.16.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323721.1	OG0002651	1	1	1	YML098W	SPCC1494.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323730.1	OG0002652	0	1	1	NA	SPAC6G10.09.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011323733.1	OG0002653	1	1	1	YMR314W	SPAC6G10.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323737.1	OG0002654	0	1	1	NA	SPBC2A9.08c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high
XP_011323740.1	OG0002655	1	1	1	YBR247C	SPBC13G1.09.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323741.1	OG0002656	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323754.1	OG0002657	0	0	0	NA	NA	1.0000	18	1.0000	1.0	1	1.0000	1	1	none	none
XP_011323758.1	OG0002658	1	1	1	YJL072C	SPBC725.13c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323760.1	OG0002659	1	1	1	YHR020W	SPBC19C7.06.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
XP_011323761.1	OG0002660	1	1	1	YDR212W	SPBC12D12.03.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high
