canonical_gene_id	graph_gene_id	label	construction_bucket	support_source	primary_source_key	yeast_support_class	has_yeast_transfer_support	has_phi_essential_lethal_support	is_old_positive	supporting_orthogroup_ids	orthogroup_stage_detail	supporting_xp_ids	scer_essential_gene_ids	spom_essential_gene_ids	bridge_methods	mapped_fusarium_gene	final_label_class	supporting_evidence_flags	source_manifest
fgraminearum::FGRAMPH1_01G25827	FGRAMPH1_01G25827	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001432	OG0001432	XP_011327684.1	YGL103W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G25827	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26033	FGRAMPH1_01G26033	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002700	OG0002700	XP_011327782.1	YOR336W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26033	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26037	FGRAMPH1_01G26037	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	True	OG0002709	OG0002709	XP_011327784.1	YMR308C		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26037	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26063	FGRAMPH1_01G26063	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002705	OG0002705	XP_011327796.1	YGR113W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26063	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26091	FGRAMPH1_01G26091	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0000616	OG0000616	XP_011327810.1	YKR008W		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26091	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26209	FGRAMPH1_01G26209	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0004079	OG0004079	XP_011327870.1	YBR102C		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26209	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26573	FGRAMPH1_01G26573	1	lethal_plus_high_confidence_yeast_transfer	S. cerevisiae only	scer_only	scer_only	True	True	True	OG0000990	OG0000990	XP_011328048.1	YBL105C		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26573	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G26635	FGRAMPH1_01G26635	1	lethal_plus_high_confidence_yeast_transfer	S. cerevisiae only	scer_only	scer_only	True	True	True	OG0002834	OG0002834	XP_011328079.1	YDL098C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26635	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G26703	FGRAMPH1_01G26703	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002827	OG0002827	XP_011328109.1	YDR361C		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G26703	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26723	FGRAMPH1_01G26723	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002824	OG0002824	XP_011328119.1	YDR373W		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26723	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26787	FGRAMPH1_01G26787	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0004058	OG0004058	XP_011328149.1	YLR007W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26787	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26801	FGRAMPH1_01G26801	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002816	OG0002816	XP_011328156.1	YPR048W		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26801	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G26939	FGRAMPH1_01G26939	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002802	OG0002802	XP_011328221.1	YKL006C-A		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G26939	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27107	FGRAMPH1_01G27107	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001288	OG0001288	XP_011328305.1	YDL147W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27107	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27117	FGRAMPH1_01G27117	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0003867	OG0003867	XP_011328310.1	YBR167C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27117	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27135	FGRAMPH1_01G27135	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	True	OG0002457	OG0002457	XP_011328319.1	YJR076C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27135	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27227	FGRAMPH1_01G27227	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0000864	OG0000864	XP_011328365.1	YIR004W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G27227	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G27721	FGRAMPH1_01G27721	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002195	OG0002195	XP_011328594.1	YLR359W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G27721	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G28077	FGRAMPH1_01G28077	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0003495	OG0003495	XP_011328764.1	YIL003W		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G28077	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G28217	FGRAMPH1_01G28217	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002712	OG0002712	XP_011328833.1	YDL205C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G28217	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00461	FGRAMPH1_01G00461	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003205	OG0003205	XP_011315780.1		SPAC23H3.07c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G00461	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00465	FGRAMPH1_01G00465	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003207	OG0003207	XP_011315782.1		SPAC23C4.08.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G00465	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00787	FGRAMPH1_01G00787	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0008546	OG0008546	XP_011315941.1		SPAC4H3.11c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G00787	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00793	FGRAMPH1_01G00793	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002733	OG0002733	XP_011315944.1		SPBC1677.03c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G00793	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00797	FGRAMPH1_01G00797	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002734	OG0002734	XP_011315946.1		SPAC4D7.04c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G00797	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00863	FGRAMPH1_01G00863	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002742	OG0002742	XP_011315977.1		SPBC1105.03c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G00863	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00927	FGRAMPH1_01G00927	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002749	OG0002749	XP_011316007.1		SPCC663.05c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G00927	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00931	FGRAMPH1_01G00931	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002750	OG0002750	XP_011316009.1		SPBC725.11c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G00931	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00961	FGRAMPH1_01G00961	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002756	OG0002756	XP_011316023.1		SPAC24H6.12c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G00961	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00967	FGRAMPH1_01G00967	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0004023	OG0004023	XP_011316026.1		SPAC23D3.06c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G00967	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G00989	FGRAMPH1_01G00989	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002763	OG0002763	XP_011316037.1		SPBC146.12.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G00989	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01013	FGRAMPH1_01G01013	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001344	OG0001344	XP_011316049.1		SPBC32F12.10.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01013	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01095	FGRAMPH1_01G01095	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001347	OG0001347	XP_011316087.1		SPBC14F5.05c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01095	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01181	FGRAMPH1_01G01181	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001532	OG0001532	XP_011316127.1		SPAC2F3.17c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01181	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01247	FGRAMPH1_01G01247	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003831	OG0003831	XP_011316159.1		SPBC1861.05.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01247	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01257	FGRAMPH1_01G01257	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001268	OG0001268	XP_011316164.1		SPAC3C7.11c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01257	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01289	FGRAMPH1_01G01289	1	lethal_plus_high_confidence_yeast_transfer	S. pombe only	spom_only	spom_only	True	True	True	OG0002379	OG0002379	XP_011316178.1		SPCC16A11.17.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01289	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G01293	FGRAMPH1_01G01293	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002381	OG0002381	XP_011316180.1		SPCC895.03c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01293	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01521	FGRAMPH1_01G01521	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002427	OG0002427	XP_011316286.1		SPBC16G5.08.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01521	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01549	FGRAMPH1_01G01549	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002429	OG0002429	XP_011316300.1		SPBC14C8.06.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01549	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01551	FGRAMPH1_01G01551	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002430	OG0002430	XP_011316301.1		SPBC8D2.09c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01551	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01601	FGRAMPH1_01G01601	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0001897	OG0001897	XP_011316325.1		SPAC19D5.04.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01601	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01627	FGRAMPH1_01G01627	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001901	OG0001901	XP_011316338.1		SPCC1682.09c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01627	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01705	FGRAMPH1_01G01705	1	lethal_plus_high_confidence_yeast_transfer	S. pombe only	spom_only	spom_only	True	True	True	OG0001426	OG0001426	XP_011316374.1		SPAC23C11.11.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01705	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G01707	FGRAMPH1_01G01707	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0004174	OG0004174	XP_011316375.1		SPAPB1A10.02.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01707	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01733	FGRAMPH1_01G01733	1	lethal_plus_high_confidence_yeast_transfer	S. pombe only	spom_only	spom_only	True	True	True	OG0001427	OG0001427	XP_011316388.1		SPBC19F5.03.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01733	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G01737	FGRAMPH1_01G01737	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003095	OG0003095	XP_011316390.1		SPCC18B5.08c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G01737	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01881	FGRAMPH1_01G01881	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003104	OG0003104	XP_011316453.1		SPCC576.06c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01881	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01891	FGRAMPH1_01G01891	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003107	OG0003107	XP_011316458.1		SPAC24C9.09.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01891	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G01959	FGRAMPH1_01G01959	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001535	OG0001535	XP_011316491.1		SPBC36.05c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G01959	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02001	FGRAMPH1_01G02001	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001096	OG0001096	XP_011316511.1		SPBC18E5.06.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02001	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02011	FGRAMPH1_01G02011	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000794	OG0000794	XP_011316515.1		SPCC1322.11.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02011	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02049	FGRAMPH1_01G02049	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001206	OG0001206	XP_011316532.1		SPAC16E8.07c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G02049	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02095	FGRAMPH1_01G02095	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000514	OG0000514	XP_011316555.1		SPCC1739.13.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G02095	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02169	FGRAMPH1_01G02169	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0002134	OG0002134	XP_011316593.1		SPAC1952.13.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G02169	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02179	FGRAMPH1_01G02179	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002136	OG0002136	XP_011316597.1		SPAC3A12.15.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02179	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02189	FGRAMPH1_01G02189	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0002138	OG0002138	XP_011316602.1		SPCC18.08.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02189	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02499	FGRAMPH1_01G02499	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003122	OG0003122	XP_011316746.1		SPCC645.09.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02499	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02547	FGRAMPH1_01G02547	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0001547	OG0001547	XP_011316768.1		SPBC4F6.17c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G02547	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02561	FGRAMPH1_01G02561	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0000955	OG0000955	XP_011316775.1		SPCC613.05c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02561	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02583	FGRAMPH1_01G02583	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0004189	OG0004189	XP_011316785.1		SPBC725.10.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02583	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02643	FGRAMPH1_01G02643	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003139	OG0003139	XP_011316814.1		SPBC32F12.01c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02643	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02659	FGRAMPH1_01G02659	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0003141	OG0003141	XP_011316822.1		SPAC6F6.08c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02659	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02699	FGRAMPH1_01G02699	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	False	OG0003405	OG0003405	XP_011316842.1		SPAC26A3.08.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02699	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G02759	FGRAMPH1_01G02759	1	high_confidence_yeast_transfer_positive	S. pombe only	spom_only	spom_only	True	False	True	OG0004199	OG0004199	XP_011316870.1		SPBC725.08.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G02759	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
